"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21276053, SEN S/N: 21276053)","Temp, ¡C (LGR S/N: 21276053, SEN S/N: 21276053)"
10/4/23 19:30,4.33,17.14
10/4/23 19:45,4.29,17.16
10/4/23 20:00,4.27,17.2
10/4/23 20:15,4.24,17.26
10/4/23 20:30,4.21,17.28
10/4/23 20:45,4.18,17.3
10/4/23 21:00,4.14,17.32
10/4/23 21:15,4.1,17.38
10/4/23 21:30,4.05,17.42
10/4/23 21:45,4,17.42
10/4/23 22:00,3.97,17.42
10/4/23 22:15,3.94,17.42
10/4/23 22:30,3.91,17.44
10/4/23 22:45,3.78,17.44
10/4/23 23:00,3.77,17.44
10/4/23 23:15,3.78,17.4
10/4/23 23:30,3.83,17.38
10/4/23 23:45,4.73,17.34
10/5/23 0:00,5.05,17.3
10/5/23 0:15,5.13,17.28
10/5/23 0:30,5.08,17.26
10/5/23 0:45,4.99,17.22
10/5/23 1:00,4.93,17.2
10/5/23 1:15,4.8,17.18
10/5/23 1:30,4.68,17.16
10/5/23 1:45,4.71,17.12
10/5/23 2:00,4.72,17.1
10/5/23 2:15,4.59,17.06
10/5/23 2:30,4.64,17.04
10/5/23 2:45,4.6,17
10/5/23 3:00,4.62,16.98
10/5/23 3:15,4.54,16.96
10/5/23 3:30,4.57,16.92
10/5/23 3:45,4.48,16.9
10/5/23 4:00,4.49,16.88
10/5/23 4:15,4.64,16.86
10/5/23 4:30,4.86,16.82
10/5/23 4:45,4.84,16.8
10/5/23 5:00,4.91,16.76
10/5/23 5:15,4.87,16.72
10/5/23 5:30,4.93,16.7
10/5/23 5:45,4.96,16.66
10/5/23 6:00,5.01,16.62
10/5/23 6:15,4.86,16.6
10/5/23 6:30,4.94,16.56
10/5/23 6:45,5.02,16.52
10/5/23 7:00,4.94,16.5
10/5/23 7:15,4.92,16.46
10/5/23 7:30,4.88,16.42
10/5/23 7:45,4.89,16.4
10/5/23 8:00,4.77,16.38
10/5/23 8:15,4.7,16.36
10/5/23 8:30,4.69,16.36
10/5/23 8:45,4.67,16.36
10/5/23 9:00,4.66,16.36
10/5/23 9:15,4.65,16.38
10/5/23 9:30,4.64,16.4
10/5/23 9:45,4.64,16.42
10/5/23 10:00,4.63,16.44
10/5/23 10:15,4.63,16.46
10/5/23 10:30,4.63,16.48
10/5/23 10:45,4.63,16.52
10/5/23 11:00,4.63,16.54
10/5/23 11:15,4.62,16.56
10/5/23 11:30,4.59,16.6
10/5/23 11:45,4.57,16.62
10/5/23 12:00,4.55,16.66
10/5/23 12:15,4.53,16.68
10/5/23 12:30,4.5,16.72
10/5/23 12:45,4.47,16.76
10/5/23 13:00,4.43,16.8
10/5/23 13:15,4.41,16.82
10/5/23 13:30,4.39,16.86
10/5/23 13:45,4.37,16.88
10/5/23 14:00,4.35,16.92
10/5/23 14:15,4.33,16.94
10/5/23 14:30,4.3,16.98
10/5/23 14:45,4.28,17
10/5/23 15:00,4.26,17.02
10/5/23 15:15,4.24,17.06
10/5/23 15:30,4.22,17.08
10/5/23 15:45,4.2,17.12
10/5/23 16:00,4.18,17.14
10/5/23 16:15,4.15,17.18
10/5/23 16:30,4.13,17.2
10/5/23 16:45,4.11,17.2
10/5/23 17:00,4.09,17.22
10/5/23 17:15,4.07,17.24
10/5/23 17:30,4.04,17.26
10/5/23 17:45,4,17.3
10/5/23 18:00,3.98,17.3
10/5/23 18:15,3.96,17.32
10/5/23 18:30,3.94,17.32
10/5/23 18:45,3.92,17.34
10/5/23 19:00,3.89,17.36
10/5/23 19:15,3.86,17.38
10/5/23 19:30,3.83,17.4
10/5/23 19:45,3.8,17.42
10/5/23 20:00,3.78,17.46
10/5/23 20:15,3.75,17.46
10/5/23 20:30,3.72,17.48
10/5/23 20:45,3.7,17.5
10/5/23 21:00,3.68,17.5
10/5/23 21:15,3.65,17.54
10/5/23 21:30,3.63,17.54
10/5/23 21:45,3.6,17.56
10/5/23 22:00,3.57,17.56
10/5/23 22:15,3.54,17.58
10/5/23 22:30,3.52,17.58
10/5/23 22:45,3.49,17.58
10/5/23 23:00,3.46,17.58
10/5/23 23:15,3.44,17.58
10/5/23 23:30,3.4,17.6
10/5/23 23:45,3.38,17.62
10/6/23 0:00,3.35,17.62
10/6/23 0:15,3.32,17.62
10/6/23 0:30,3.3,17.62
10/6/23 0:45,3.27,17.62
10/6/23 1:00,3.25,17.62
10/6/23 1:15,3.22,17.64
10/6/23 1:30,3.2,17.64
10/6/23 1:45,3.18,17.64
10/6/23 2:00,3.16,17.62
10/6/23 2:15,3.13,17.62
10/6/23 2:30,3.11,17.64
10/6/23 2:45,3.08,17.62
10/6/23 3:00,3.06,17.62
10/6/23 3:15,3.04,17.62
10/6/23 3:30,3.01,17.62
10/6/23 3:45,2.98,17.62
10/6/23 4:00,2.96,17.62
10/6/23 4:15,2.94,17.62
10/6/23 4:30,2.92,17.62
10/6/23 4:45,2.9,17.6
10/6/23 5:00,2.88,17.6
10/6/23 5:15,2.86,17.6
10/6/23 5:30,2.84,17.6
10/6/23 5:45,2.82,17.58
10/6/23 6:00,2.82,17.58
10/6/23 6:15,2.83,17.58
10/6/23 6:30,2.84,17.58
10/6/23 6:45,2.9,17.56
10/6/23 7:00,3.18,17.56
10/6/23 7:15,3.46,17.56
10/6/23 7:30,3.62,17.56
10/6/23 7:45,3.7,17.56
10/6/23 8:00,3.77,17.54
10/6/23 8:15,3.84,17.54
10/6/23 8:30,3.94,17.56
10/6/23 8:45,4.01,17.56
10/6/23 9:00,4.04,17.56
10/6/23 9:15,4.03,17.56
10/6/23 9:30,4,17.56
10/6/23 9:45,3.98,17.58
10/6/23 10:00,3.96,17.58
10/6/23 10:15,3.94,17.6
10/6/23 10:30,3.92,17.6
10/6/23 10:45,3.9,17.62
10/6/23 11:00,3.86,17.62
10/6/23 11:15,3.84,17.64
10/6/23 11:30,3.82,17.66
10/6/23 11:45,3.8,17.68
10/6/23 12:00,3.78,17.68
10/6/23 12:15,3.76,17.7
10/6/23 12:30,3.75,17.72
10/6/23 12:45,3.71,17.74
10/6/23 13:00,3.69,17.76
10/6/23 13:15,3.67,17.78
10/6/23 13:30,3.65,17.78
10/6/23 13:45,3.63,17.8
10/6/23 14:00,3.62,17.8
10/6/23 14:15,3.59,17.82
10/6/23 14:30,3.56,17.82
10/6/23 14:45,3.54,17.84
10/6/23 15:00,3.52,17.86
10/6/23 15:15,3.5,17.88
10/6/23 15:30,3.47,17.88
10/6/23 15:45,3.45,17.9
10/6/23 16:00,3.41,17.92
10/6/23 16:15,3.39,17.94
10/6/23 16:30,3.36,17.96
10/6/23 16:45,3.34,17.96
10/6/23 17:00,3.31,17.98
10/6/23 17:15,3.27,18
10/6/23 17:30,3.25,18
10/6/23 17:45,3.23,18.02
10/6/23 18:00,3.2,18.02
10/6/23 18:15,3.18,18.04
10/6/23 18:30,3.15,18.04
10/6/23 18:45,3.12,18.04
10/6/23 19:00,3.1,18.06
10/6/23 19:15,3.08,18.08
10/6/23 19:30,3.06,18.08
10/6/23 19:45,3.03,18.12
10/6/23 20:00,3.01,18.14
10/6/23 20:15,2.97,18.16
10/6/23 20:30,3.02,18.18
10/6/23 20:45,3.02,18.18
10/6/23 21:00,2.99,18.2
10/6/23 21:15,2.97,18.2
10/6/23 21:30,2.95,18.22
10/6/23 21:45,2.92,18.22
10/6/23 22:00,2.9,18.22
10/6/23 22:15,2.89,18.22
10/6/23 22:30,2.87,18.22
10/6/23 22:45,2.86,18.22
10/6/23 23:00,2.86,18.2
10/6/23 23:15,2.86,18.16
10/6/23 23:30,2.83,18.1
10/6/23 23:45,3.19,18.06
10/7/23 0:00,7.21,18
10/7/23 0:15,7.51,17.94
10/7/23 0:30,7.58,17.86
10/7/23 0:45,7.65,17.82
10/7/23 1:00,7.72,17.76
10/7/23 1:15,7.73,17.72
10/7/23 1:30,7.77,17.7
10/7/23 1:45,7.75,17.66
10/7/23 2:00,7.73,17.62
10/7/23 2:15,7.73,17.58
10/7/23 2:30,7.71,17.52
10/7/23 2:45,7.66,17.44
10/7/23 3:00,7.79,17.36
10/7/23 3:15,7.69,17.32
10/7/23 3:30,7.72,17.26
10/7/23 3:45,7.72,17.2
10/7/23 4:00,7.74,17.14
10/7/23 4:15,7.81,17.06
10/7/23 4:30,7.78,17
10/7/23 4:45,7.84,16.92
10/7/23 5:00,7.9,16.84
10/7/23 5:15,7.89,16.76
10/7/23 5:30,7.75,16.68
10/7/23 5:45,7.66,16.62
10/7/23 6:00,7.75,16.54
10/7/23 6:15,7.84,16.46
10/7/23 6:30,7.91,16.38
10/7/23 6:45,7.94,16.32
10/7/23 7:00,7.95,16.24
10/7/23 7:15,7.95,16.16
10/7/23 7:30,7.9,16.1
10/7/23 7:45,7.92,16.02
10/7/23 8:00,7.98,15.94
10/7/23 8:15,8.04,15.88
10/7/23 8:30,8.04,15.84
10/7/23 8:45,8.04,15.76
10/7/23 9:00,8.08,15.74
10/7/23 9:15,8.11,15.72
10/7/23 9:30,8.15,15.68
10/7/23 9:45,8.15,15.66
10/7/23 10:00,8.14,15.66
10/7/23 10:15,8.18,15.64
10/7/23 10:30,8.13,15.64
10/7/23 10:45,8.13,15.64
10/7/23 11:00,8.15,15.62
10/7/23 11:15,8.15,15.6
10/7/23 11:30,8.13,15.6
10/7/23 11:45,8.09,15.6
10/7/23 12:00,8.05,15.62
10/7/23 12:15,8.05,15.62
10/7/23 12:30,8.06,15.64
10/7/23 12:45,8.05,15.66
10/7/23 13:00,8.01,15.68
10/7/23 13:15,7.9,15.7
10/7/23 13:30,7.9,15.72
10/7/23 13:45,7.93,15.72
10/7/23 14:00,7.94,15.74
10/7/23 14:15,7.93,15.76
10/7/23 14:30,7.87,15.78
10/7/23 14:45,7.77,15.8
10/7/23 15:00,7.72,15.82
10/7/23 15:15,7.69,15.84
10/7/23 15:30,7.65,15.86
10/7/23 15:45,7.66,15.9
10/7/23 16:00,7.66,15.92
10/7/23 16:15,7.66,15.94
10/7/23 16:30,7.65,15.96
10/7/23 16:45,7.66,15.98
10/7/23 17:00,7.66,15.98
10/7/23 17:15,7.64,15.96
10/7/23 17:30,7.64,15.96
10/7/23 17:45,7.72,15.94
10/7/23 18:00,7.65,15.9
10/7/23 18:15,7.94,15.86
10/7/23 18:30,8.04,15.82
10/7/23 18:45,8.02,15.76
10/7/23 19:00,7.99,15.68
10/7/23 19:15,7.95,15.62
10/7/23 19:30,8.01,15.54
10/7/23 19:45,8.03,15.46
10/7/23 20:00,8.02,15.38
10/7/23 20:15,8.03,15.3
10/7/23 20:30,7.91,15.22
10/7/23 20:45,8.11,15.12
10/7/23 21:00,8.05,15.06
10/7/23 21:15,8,15
10/7/23 21:30,7.99,14.96
10/7/23 21:45,7.92,14.92
10/7/23 22:00,7.86,14.9
10/7/23 22:15,7.73,14.84
10/7/23 22:30,7.65,14.8
10/7/23 22:45,7.61,14.74
10/7/23 23:00,7.54,14.7
10/7/23 23:15,7.48,14.68
10/7/23 23:30,7.41,14.66
10/7/23 23:45,7.32,14.58
10/8/23 0:00,7.38,14.52
10/8/23 0:15,7.14,14.46
10/8/23 0:30,7.32,14.4
10/8/23 0:45,7.44,14.32
10/8/23 1:00,7.26,14.22
10/8/23 1:15,7.3,14.16
10/8/23 1:30,7.32,14.08
10/8/23 1:45,7.18,14.02
10/8/23 2:00,7.2,13.94
10/8/23 2:15,7.17,13.88
10/8/23 2:30,7.23,13.8
10/8/23 2:45,7.43,13.74
10/8/23 3:00,7.34,13.7
10/8/23 3:15,7.23,13.64
10/8/23 3:30,7.16,13.58
10/8/23 3:45,7.14,13.52
10/8/23 4:00,7.14,13.46
10/8/23 4:15,7.22,13.4
10/8/23 4:30,7.21,13.34
10/8/23 4:45,7.26,13.26
10/8/23 5:00,7.3,13.2
10/8/23 5:15,7.35,13.14
10/8/23 5:30,7.41,13.06
10/8/23 5:45,7.34,13
10/8/23 6:00,7.34,12.92
10/8/23 6:15,7.37,12.86
10/8/23 6:30,7.37,12.8
10/8/23 6:45,7.33,12.74
10/8/23 7:00,7.34,12.68
10/8/23 7:15,7.38,12.62
10/8/23 7:30,7.42,12.56
10/8/23 7:45,7.49,12.48
10/8/23 8:00,7.5,12.44
10/8/23 8:15,7.46,12.4
10/8/23 8:30,7.46,12.36
10/8/23 8:45,7.48,12.34
10/8/23 9:00,7.49,12.34
10/8/23 9:15,7.5,12.34
10/8/23 9:30,7.51,12.36
10/8/23 9:45,7.51,12.4
10/8/23 10:00,7.5,12.44
10/8/23 10:15,7.5,12.48
10/8/23 10:30,7.48,12.5
10/8/23 10:45,7.47,12.54
10/8/23 11:00,7.44,12.58
10/8/23 11:15,7.44,12.64
10/8/23 11:30,7.45,12.68
10/8/23 11:45,7.43,12.7
10/8/23 12:00,7.38,12.74
10/8/23 12:15,7.35,12.78
10/8/23 12:30,7.32,12.82
10/8/23 12:45,7.28,12.86
10/8/23 13:00,7.22,12.9
10/8/23 13:15,7.16,12.94
10/8/23 13:30,7.13,13
10/8/23 13:45,7.14,13.04
10/8/23 14:00,7.14,13.06
10/8/23 14:15,7.12,13.12
10/8/23 14:30,7.13,13.14
10/8/23 14:45,7.1,13.18
10/8/23 15:00,7.06,13.22
10/8/23 15:15,7.05,13.28
10/8/23 15:30,7.06,13.32
10/8/23 15:45,7.06,13.36
10/8/23 16:00,7.06,13.4
10/8/23 16:15,7.06,13.44
10/8/23 16:30,7.05,13.48
10/8/23 16:45,7.04,13.52
10/8/23 17:00,7.04,13.54
10/8/23 17:15,7.02,13.58
10/8/23 17:30,7.01,13.6
10/8/23 17:45,7,13.62
10/8/23 18:00,6.99,13.62
10/8/23 18:15,6.98,13.62
10/8/23 18:30,6.96,13.62
10/8/23 18:45,6.98,13.58
10/8/23 19:00,6.97,13.56
10/8/23 19:15,7.03,13.52
10/8/23 19:30,7.04,13.48
10/8/23 19:45,7,13.44
10/8/23 20:00,6.92,13.38
10/8/23 20:15,6.98,13.34
10/8/23 20:30,6.94,13.28
10/8/23 20:45,6.87,13.24
10/8/23 21:00,6.83,13.18
10/8/23 21:15,6.87,13.1
10/8/23 21:30,6.84,13.04
10/8/23 21:45,6.99,12.98
10/8/23 22:00,6.93,12.92
10/8/23 22:15,6.91,12.84
10/8/23 22:30,6.99,12.76
10/8/23 22:45,6.98,12.72
10/8/23 23:00,7,12.66
10/8/23 23:15,6.94,12.58
10/8/23 23:30,6.96,12.5
10/8/23 23:45,6.91,12.44
10/9/23 0:00,6.91,12.38
10/9/23 0:15,6.99,12.32
10/9/23 0:30,6.96,12.24
10/9/23 0:45,6.98,12.18
10/9/23 1:00,7.06,12.1
10/9/23 1:15,7.02,12.04
10/9/23 1:30,7.01,11.98
10/9/23 1:45,6.99,11.92
10/9/23 2:00,7.03,11.86
10/9/23 2:15,7.01,11.76
10/9/23 2:30,7.02,11.7
10/9/23 2:45,7,11.64
10/9/23 3:00,7.23,11.58
10/9/23 3:15,7.3,11.52
10/9/23 3:30,7.29,11.46
10/9/23 3:45,7.28,11.4
10/9/23 4:00,7.16,11.34
10/9/23 4:15,7.19,11.28
10/9/23 4:30,7.27,11.22
10/9/23 4:45,7.16,11.18
10/9/23 5:00,7.14,11.12
10/9/23 5:15,7.04,11.06
10/9/23 5:30,7.21,11
10/9/23 5:45,7.13,10.92
10/9/23 6:00,7.28,10.88
10/9/23 6:15,7.11,10.8
10/9/23 6:30,7.18,10.76
10/9/23 6:45,7.11,10.72
10/9/23 7:00,7.05,10.66
10/9/23 7:15,7.05,10.6
10/9/23 7:30,7.29,10.54
10/9/23 7:45,7.26,10.52
10/9/23 8:00,7.33,10.48
10/9/23 8:15,7.33,10.44
10/9/23 8:30,7.28,10.44
10/9/23 8:45,7.23,10.44
10/9/23 9:00,7.2,10.44
10/9/23 9:15,7.19,10.48
10/9/23 9:30,7.16,10.5
10/9/23 9:45,7.13,10.56
10/9/23 10:00,7.11,10.62
10/9/23 10:15,7.08,10.68
10/9/23 10:30,7.06,10.76
10/9/23 10:45,7.05,10.82
10/9/23 11:00,7.03,10.88
10/9/23 11:15,7.01,10.96
10/9/23 11:30,7,11.02
10/9/23 11:45,6.99,11.08
10/9/23 12:00,6.97,11.16
10/9/23 12:15,7.3,11.46
10/9/23 12:30,7.01,11.54
10/9/23 12:45,6.97,11.56
10/9/23 13:00,6.97,11.58
10/9/23 13:15,6.96,11.62
10/9/23 13:30,6.97,11.68
10/9/23 13:45,6.98,11.72
10/9/23 14:00,6.99,11.78
10/9/23 14:15,6.99,11.82
10/9/23 14:30,6.98,11.88
10/9/23 14:45,6.98,11.96
10/9/23 15:00,6.98,12
10/9/23 15:15,6.98,12.08
10/9/23 15:30,6.98,12.14
10/9/23 15:45,6.97,12.2
10/9/23 16:00,6.97,12.26
10/9/23 16:15,6.96,12.32
10/9/23 16:30,6.96,12.38
10/9/23 16:45,6.94,12.42
10/9/23 17:00,6.92,12.48
10/9/23 17:15,6.9,12.52
10/9/23 17:30,6.87,12.56
10/9/23 17:45,6.83,12.6
10/9/23 18:00,6.79,12.64
10/9/23 18:15,6.75,12.68
10/9/23 18:30,6.72,12.74
10/9/23 18:45,6.69,12.78
10/9/23 19:00,6.66,12.82
10/9/23 19:15,6.61,12.86
10/9/23 19:30,6.56,12.9
10/9/23 19:45,6.53,12.98
10/9/23 20:00,6.5,13.02
10/9/23 20:15,6.48,13.02
10/9/23 20:30,6.45,13.02
10/9/23 20:45,6.4,13
10/9/23 21:00,6.31,12.98
10/9/23 21:15,6.24,12.94
10/9/23 21:30,6.17,12.9
10/9/23 21:45,6.18,12.88
10/9/23 22:00,6.05,12.84
10/9/23 22:15,6.12,12.8
10/9/23 22:30,6.12,12.76
10/9/23 22:45,6.08,12.74
10/9/23 23:00,5.98,12.7
10/9/23 23:15,5.91,12.64
10/9/23 23:30,5.89,12.62
10/9/23 23:45,5.96,12.6
10/10/23 0:00,5.96,12.54
10/10/23 0:15,5.84,12.5
10/10/23 0:30,5.82,12.46
10/10/23 0:45,5.9,12.42
10/10/23 1:00,5.9,12.38
10/10/23 1:15,5.88,12.36
10/10/23 1:30,5.88,12.3
10/10/23 1:45,5.9,12.28
10/10/23 2:00,5.91,12.22
10/10/23 2:15,5.88,12.18
10/10/23 2:30,5.84,12.14
10/10/23 2:45,5.81,12.1
10/10/23 3:00,5.8,12.06
10/10/23 3:15,5.81,12.02
10/10/23 3:30,5.84,12
10/10/23 3:45,5.85,11.96
10/10/23 4:00,5.87,11.92
10/10/23 4:15,5.87,11.88
10/10/23 4:30,5.87,11.84
10/10/23 4:45,5.86,11.8
10/10/23 5:00,5.85,11.78
10/10/23 5:15,5.86,11.74
10/10/23 5:30,5.85,11.72
10/10/23 5:45,5.84,11.7
10/10/23 6:00,5.8,11.68
10/10/23 6:15,5.79,11.66
10/10/23 6:30,5.79,11.64
10/10/23 6:45,5.8,11.64
10/10/23 7:00,5.81,11.62
10/10/23 7:15,5.82,11.6
10/10/23 7:30,5.82,11.6
10/10/23 7:45,5.82,11.6
10/10/23 8:00,5.82,11.6
10/10/23 8:15,5.82,11.6
10/10/23 8:30,5.82,11.62
10/10/23 8:45,5.82,11.64
10/10/23 9:00,5.82,11.68
10/10/23 9:15,5.83,11.72
10/10/23 9:30,5.83,11.74
10/10/23 9:45,5.83,11.8
10/10/23 10:00,5.81,11.84
10/10/23 10:15,5.81,11.88
10/10/23 10:30,5.79,11.94
10/10/23 10:45,5.77,11.98
10/10/23 11:00,5.75,12.04
10/10/23 11:15,5.73,12.08
10/10/23 11:30,5.71,12.16
10/10/23 11:45,5.68,12.2
10/10/23 12:00,5.66,12.26
10/10/23 12:15,5.62,12.34
10/10/23 12:30,5.59,12.4
10/10/23 12:45,5.56,12.46
10/10/23 13:00,5.52,12.52
10/10/23 13:15,5.49,12.58
10/10/23 13:30,5.45,12.64
10/10/23 13:45,5.41,12.72
10/10/23 14:00,5.38,12.78
10/10/23 14:15,5.33,12.84
10/10/23 14:30,5.3,12.94
10/10/23 14:45,5.27,12.98
10/10/23 15:00,5.24,13.06
10/10/23 15:15,5.21,13.14
10/10/23 15:30,5.18,13.18
10/10/23 15:45,5.15,13.26
10/10/23 16:00,5.12,13.32
10/10/23 16:15,5.1,13.36
10/10/23 16:30,5.07,13.42
10/10/23 16:45,5.05,13.48
10/10/23 17:00,5.02,13.52
10/10/23 17:15,5,13.6
10/10/23 17:30,4.98,13.68
10/10/23 17:45,4.98,13.7
10/10/23 18:00,4.96,13.74
10/10/23 18:15,4.95,13.78
10/10/23 18:30,4.94,13.82
10/10/23 18:45,4.94,13.86
10/10/23 19:00,4.93,13.88
10/10/23 19:15,4.92,13.9
10/10/23 19:30,4.89,13.98
10/10/23 19:45,4.87,14.12
10/10/23 20:00,4.72,14.12
10/10/23 20:15,4.72,14.16
10/10/23 20:30,4.71,14.18
10/10/23 20:45,4.71,14.18
10/10/23 21:00,4.7,14.2
10/10/23 21:15,4.69,14.2
10/10/23 21:30,4.68,14.22
10/10/23 21:45,4.68,14.22
10/10/23 22:00,4.67,14.22
10/10/23 22:15,4.66,14.22
10/10/23 22:30,4.66,14.22
10/10/23 22:45,4.66,14.24
10/10/23 23:00,4.65,14.24
10/10/23 23:15,4.65,14.26
10/10/23 23:30,4.65,14.24
10/10/23 23:45,4.65,14.26
10/11/23 0:00,4.64,14.24
10/11/23 0:15,4.64,14.26
10/11/23 0:30,4.63,14.26
10/11/23 0:45,4.63,14.26
10/11/23 1:00,4.62,14.26
10/11/23 1:15,4.6,14.26
10/11/23 1:30,4.58,14.26
10/11/23 1:45,4.57,14.26
10/11/23 2:00,4.56,14.24
10/11/23 2:15,4.54,14.24
10/11/23 2:30,4.52,14.24
10/11/23 2:45,4.5,14.24
10/11/23 3:00,4.48,14.24
10/11/23 3:15,4.45,14.24
10/11/23 3:30,4.43,14.24
10/11/23 3:45,4.42,14.22
10/11/23 4:00,4.4,14.22
10/11/23 4:15,4.38,14.22
10/11/23 4:30,4.37,14.22
10/11/23 4:45,4.35,14.2
10/11/23 5:00,4.32,14.2
10/11/23 5:15,4.29,14.18
10/11/23 5:30,4.26,14.18
10/11/23 5:45,4.24,14.18
10/11/23 6:00,4.22,14.18
10/11/23 6:15,4.19,14.16
10/11/23 6:30,4.09,14.18
10/11/23 6:45,4.22,14.16
10/11/23 7:00,4.27,14.16
10/11/23 7:15,4.28,14.16
10/11/23 7:30,4.26,14.16
10/11/23 7:45,4.24,14.16
10/11/23 8:00,4.22,14.16
10/11/23 8:15,4.2,14.16
10/11/23 8:30,4.18,14.18
10/11/23 8:45,4.18,14.2
10/11/23 9:00,4.19,14.22
10/11/23 9:15,4.21,14.22
10/11/23 9:30,4.23,14.24
10/11/23 9:45,4.24,14.26
10/11/23 10:00,4.23,14.28
10/11/23 10:15,4.23,14.32
10/11/23 10:30,4.23,14.32
10/11/23 10:45,4.23,14.34
10/11/23 11:00,4.23,14.36
10/11/23 11:15,4.23,14.38
10/11/23 11:30,4.22,14.4
10/11/23 11:45,4.21,14.42
10/11/23 12:00,4.19,14.46
10/11/23 12:15,4.18,14.48
10/11/23 12:30,4.16,14.5
10/11/23 12:45,4.13,14.52
10/11/23 13:00,4.11,14.54
10/11/23 13:15,4.09,14.58
10/11/23 13:30,4.06,14.6
10/11/23 13:45,4.03,14.62
10/11/23 14:00,3.99,14.64
10/11/23 14:15,3.96,14.66
10/11/23 14:30,3.93,14.68
10/11/23 14:45,3.9,14.7
10/11/23 15:00,3.86,14.72
10/11/23 15:15,3.83,14.74
10/11/23 15:30,3.8,14.76
10/11/23 15:45,3.77,14.78
10/11/23 16:00,3.72,14.8
10/11/23 16:15,3.69,14.8
10/11/23 16:30,3.65,14.82
10/11/23 16:45,3.61,14.84
10/11/23 17:00,3.57,14.86
10/11/23 17:15,3.53,14.9
10/11/23 17:30,3.5,14.92
10/11/23 17:45,3.47,14.94
10/11/23 18:00,3.45,14.96
10/11/23 18:15,3.42,14.96
10/11/23 18:30,3.39,14.96
10/11/23 18:45,3.37,14.98
10/11/23 19:00,3.35,14.96
10/11/23 19:15,3.32,14.98
10/11/23 19:30,3.3,15
10/11/23 19:45,3.27,15.1
10/11/23 20:00,3.25,15.16
10/11/23 20:15,3.24,15.16
10/11/23 20:30,3.24,15.18
10/11/23 20:45,3.24,15.22
10/11/23 21:00,3.3,15.28
10/11/23 21:15,3.48,15.32
10/11/23 21:30,3.72,15.42
10/11/23 21:45,4.07,15.48
10/11/23 22:00,4.95,15.52
10/11/23 22:15,6.29,15.52
10/11/23 22:30,7,15.52
10/11/23 22:45,7.31,15.52
10/11/23 23:00,7.64,15.52
10/11/23 23:15,7.82,15.5
10/11/23 23:30,7.87,15.5
10/11/23 23:45,7.93,15.48
10/12/23 0:00,8.19,15.48
10/12/23 0:15,8.34,15.46
10/12/23 0:30,8.4,15.46
10/12/23 0:45,8.4,15.44
10/12/23 1:00,8.37,15.44
10/12/23 1:15,8.37,15.42
10/12/23 1:30,8.33,15.42
10/12/23 1:45,8.25,15.4
10/12/23 2:00,8.21,15.38
10/12/23 2:15,8.16,15.38
10/12/23 2:30,8.14,15.36
10/12/23 2:45,8.16,15.34
10/12/23 3:00,8.2,15.34
10/12/23 3:15,8.19,15.34
10/12/23 3:30,8.17,15.32
10/12/23 3:45,8.15,15.32
10/12/23 4:00,8.13,15.3
10/12/23 4:15,8.13,15.3
10/12/23 4:30,8.14,15.3
10/12/23 4:45,8.14,15.3
10/12/23 5:00,8.14,15.28
10/12/23 5:15,8.14,15.28
10/12/23 5:30,8.16,15.28
10/12/23 5:45,8.17,15.28
10/12/23 6:00,8.15,15.28
10/12/23 6:15,8.11,15.28
10/12/23 6:30,8.11,15.28
10/12/23 6:45,8.16,15.26
10/12/23 7:00,8.21,15.26
10/12/23 7:15,8.28,15.26
10/12/23 7:30,8.37,15.24
10/12/23 7:45,8.45,15.24
10/12/23 8:00,8.51,15.24
10/12/23 8:15,8.52,15.24
10/12/23 8:30,8.43,15.22
10/12/23 8:45,8.35,15.24
10/12/23 9:00,8.31,15.24
10/12/23 9:15,8.23,15.26
10/12/23 9:30,8.17,15.28
10/12/23 9:45,8.14,15.3
10/12/23 10:00,8.11,15.32
10/12/23 10:15,8.13,15.36
10/12/23 10:30,8.16,15.38
10/12/23 10:45,8.18,15.42
10/12/23 11:00,8.22,15.46
10/12/23 11:15,8.32,15.5
10/12/23 11:30,8.39,15.56
10/12/23 11:45,8.45,15.6
10/12/23 12:00,8.52,15.68
10/12/23 12:15,8.53,15.74
10/12/23 12:30,8.58,15.82
10/12/23 12:45,8.59,15.9
10/12/23 13:00,8.61,15.98
10/12/23 13:15,8.64,16.06
10/12/23 13:30,8.63,16.14
10/12/23 13:45,8.63,16.2
10/12/23 14:00,8.62,16.24
10/12/23 14:15,8.61,16.32
10/12/23 14:30,8.57,16.48
10/12/23 14:45,8.6,16.52
10/12/23 15:00,8.82,16.58
10/12/23 15:15,8.96,16.6
10/12/23 15:30,8.84,16.62
10/12/23 15:45,8.84,16.62
10/12/23 16:00,8.73,16.64
10/12/23 16:15,8.59,16.64
10/12/23 16:30,8.45,16.6
10/12/23 16:45,8.3,16.62
10/12/23 17:00,8.45,16.62
10/12/23 17:15,8.29,16.64
10/12/23 17:30,8.09,16.66
10/12/23 17:45,8.11,16.66
10/12/23 18:00,8.06,16.64
10/12/23 18:15,8.4,16.64
10/12/23 18:30,8.62,16.62
10/12/23 18:45,8.64,16.58
10/12/23 19:00,8.63,16.56
10/12/23 19:15,8.53,16.52
10/12/23 19:30,8.55,16.48
10/12/23 19:45,8.53,16.44
10/12/23 20:00,8.53,16.42
10/12/23 20:15,8.53,16.4
10/12/23 20:30,8.47,16.38
10/12/23 20:45,8.49,16.38
10/12/23 21:00,8.49,16.34
