event,gage,wet_date,wetLengthDate,wetLength,wetLengthQ,wetPeak,wetPeakLength,wetPeakQ,Q_threshold,Q_threshold_q,cluster
286,11128500,1988-06-26,1988-06-26,0,48,1988-07-05,9,117,0.05,0,NA
286,11128500,1988-06-26,1988-06-26,0,48,1988-07-05,9,117,0.1,0,NA
286,11128500,1988-06-26,1988-06-26,0,48,1988-07-05,9,117,0.15,0,NA
286,11128500,1988-06-26,1988-06-26,0,48,1988-07-05,9,117,0.25,0,NA
286,11128500,1988-06-26,1988-06-26,0,48,1988-07-05,9,117,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,11128500,1988-11-03,1988-11-03,0,36,1988-11-03,0,36,0.05,0,NA
287,11128500,1988-11-03,1988-11-03,0,36,1988-11-03,0,36,0.1,0,NA
287,11128500,1988-11-03,1988-11-03,0,36,1988-11-03,0,36,0.15,0,NA
287,11128500,1988-11-03,1988-11-03,0,36,1988-11-03,0,36,0.25,0,NA
287,11128500,1988-11-03,1988-11-03,0,36,1988-11-03,0,36,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,11128500,1988-11-13,1988-11-13,0,0.4,1988-11-17,4,2.5,0.05,0,NA
288,11128500,1988-11-13,1988-11-13,0,0.4,1988-11-17,4,2.5,0.1,0,NA
288,11128500,1988-11-13,1988-11-13,0,0.4,1988-11-17,4,2.5,0.15,0,NA
288,11128500,1988-11-13,1988-11-13,0,0.4,1988-11-17,4,2.5,0.25,0,NA
288,11128500,1988-11-13,1988-12-21,38,4.9,1988-12-21,38,4.9,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,11128500,1988-12-18,1988-12-18,0,3.4,1988-12-18,0,3.4,0.05,0,NA
289,11128500,1988-12-18,1988-12-18,0,3.4,1988-12-18,0,3.4,0.1,0,NA
289,11128500,1988-12-18,1988-12-18,0,3.4,1988-12-18,0,3.4,0.15,0,NA
289,11128500,1988-12-18,1988-12-18,0,3.4,1988-12-18,0,3.4,0.25,0,NA
289,11128500,1988-12-18,1988-12-21,3,4.9,1988-12-21,3,4.9,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,11128500,1989-02-08,1989-02-08,0,0.6,1989-02-09,1,3.3,0.05,0,NA
290,11128500,1989-02-08,1989-02-08,0,0.6,1989-02-09,1,3.3,0.1,0,NA
290,11128500,1989-02-08,1989-02-08,0,0.6,1989-02-09,1,3.3,0.15,0,NA
290,11128500,1989-02-08,1989-02-08,0,0.6,1989-02-09,1,3.3,0.25,0,NA
290,11128500,1989-02-08,1989-06-03,115,48,1989-06-04,116,78,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,11128500,1989-06-02,1989-06-02,0,1.6,1989-06-04,2,78,0.05,0,NA
291,11128500,1989-06-02,1989-06-02,0,1.6,1989-06-04,2,78,0.1,0,NA
291,11128500,1989-06-02,1989-06-02,0,1.6,1989-06-04,2,78,0.15,0,NA
291,11128500,1989-06-02,1989-06-02,0,1.6,1989-06-04,2,78,0.25,0,NA
291,11128500,1989-06-02,1989-06-03,1,48,1989-06-04,2,78,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,11128500,1989-09-09,1989-09-09,0,26,1989-09-10,1,76,0.05,0,NA
292,11128500,1989-09-09,1989-09-09,0,26,1989-09-10,1,76,0.1,0,NA
292,11128500,1989-09-09,1989-09-09,0,26,1989-09-10,1,76,0.15,0,NA
292,11128500,1989-09-09,1989-09-09,0,26,1989-09-10,1,76,0.25,0,NA
292,11128500,1989-09-09,1989-09-09,0,26,1989-09-10,1,76,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,11128500,1989-01-13,1989-01-13,0,2.1,1989-01-14,1,2.1,0.05,0,NA
293,11128500,1989-01-13,1989-01-13,0,2.1,1989-01-14,1,2.1,0.1,0,NA
293,11128500,1989-01-13,1989-01-13,0,2.1,1989-01-14,1,2.1,0.15,0,NA
293,11128500,1989-01-13,1989-01-13,0,2.1,1989-01-14,1,2.1,0.25,0,NA
293,11128500,1989-01-13,1989-06-03,141,48,1989-06-04,142,78,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,11128500,1990-02-17,1990-02-17,0,2.7,1990-02-17,0,2.7,0.05,0,NA
294,11128500,1990-02-17,1990-02-17,0,2.7,1990-02-17,0,2.7,0.1,0,NA
294,11128500,1990-02-17,1990-02-17,0,2.7,1990-02-17,0,2.7,0.15,0,NA
294,11128500,1990-02-17,1990-02-17,0,2.7,1990-02-17,0,2.7,0.25,0,NA
294,11128500,1990-02-17,1990-09-02,197,33,1990-09-05,200,71,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,11128500,1990-09-01,1990-09-01,0,2.1,1990-09-05,4,71,0.05,0,NA
295,11128500,1990-09-01,1990-09-01,0,2.1,1990-09-05,4,71,0.1,0,NA
295,11128500,1990-09-01,1990-09-01,0,2.1,1990-09-05,4,71,0.15,0,NA
295,11128500,1990-09-01,1990-09-01,0,2.1,1990-09-05,4,71,0.25,0,NA
295,11128500,1990-09-01,1990-09-02,1,33,1990-09-05,4,71,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,11128500,1990-03-18,1990-09-01,167,2.1,1990-09-05,171,71,0.05,0,NA
296,11128500,1990-03-18,1990-09-01,167,2.1,1990-09-05,171,71,0.1,0,NA
296,11128500,1990-03-18,1990-09-01,167,2.1,1990-09-05,171,71,0.15,0,NA
296,11128500,1990-03-18,1990-09-01,167,2.1,1990-09-05,171,71,0.25,0,NA
296,11128500,1990-03-18,1990-09-02,168,33,1990-09-05,171,71,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,11128500,1991-05-04,1991-05-04,0,0.3,1991-05-05,1,0.7,0.05,0,NA
297,11128500,1991-05-04,1991-05-04,0,0.3,1991-05-05,1,0.7,0.1,0,NA
297,11128500,1991-05-04,1991-05-04,0,0.3,1991-05-05,1,0.7,0.15,0,NA
297,11128500,1991-05-04,1991-05-04,0,0.3,1991-05-05,1,0.7,0.25,0,NA
297,11128500,1991-05-04,1991-06-10,37,39,1991-06-12,39,61,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,11128500,1991-06-10,1991-06-10,0,39,1991-06-12,2,61,0.05,0,NA
298,11128500,1991-06-10,1991-06-10,0,39,1991-06-12,2,61,0.1,0,NA
298,11128500,1991-06-10,1991-06-10,0,39,1991-06-12,2,61,0.15,0,NA
298,11128500,1991-06-10,1991-06-10,0,39,1991-06-12,2,61,0.25,0,NA
298,11128500,1991-06-10,1991-06-10,0,39,1991-06-12,2,61,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,11128500,1991-10-05,1991-10-05,0,0.4,1991-10-10,5,136,0.05,0,NA
299,11128500,1991-10-05,1991-10-05,0,0.4,1991-10-10,5,136,0.1,0,NA
299,11128500,1991-10-05,1991-10-05,0,0.4,1991-10-10,5,136,0.15,0,NA
299,11128500,1991-10-05,1991-10-05,0,0.4,1991-10-10,5,136,0.25,0,NA
299,11128500,1991-10-05,1991-10-06,1,35,1991-10-10,5,136,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,11128500,1991-12-28,1991-12-28,0,3.1,1991-12-29,1,241,0.05,0,NA
300,11128500,1991-12-28,1991-12-28,0,3.1,1991-12-29,1,241,0.1,0,NA
300,11128500,1991-12-28,1991-12-28,0,3.1,1991-12-29,1,241,0.15,0,NA
300,11128500,1991-12-28,1991-12-28,0,3.1,1991-12-29,1,241,0.25,0,NA
300,11128500,1991-12-28,1991-12-29,1,241,1991-12-29,1,241,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,11128500,1992-02-09,1992-02-09,0,4.1,1992-02-10,1,373,0.05,0,NA
301,11128500,1992-02-09,1992-02-09,0,4.1,1992-02-10,1,373,0.1,0,NA
301,11128500,1992-02-09,1992-02-09,0,4.1,1992-02-10,1,373,0.15,0,NA
301,11128500,1992-02-09,1992-02-09,0,4.1,1992-02-10,1,373,0.25,0,NA
301,11128500,1992-02-09,1992-02-10,1,373,1992-02-10,1,373,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,11128500,1992-08-24,1992-08-24,0,28,1992-08-26,2,199,0.05,0,NA
302,11128500,1992-08-24,1992-08-24,0,28,1992-08-26,2,199,0.1,0,NA
302,11128500,1992-08-24,1992-08-24,0,28,1992-08-26,2,199,0.15,0,NA
302,11128500,1992-08-24,1992-08-24,0,28,1992-08-26,2,199,0.25,0,NA
302,11128500,1992-08-24,1992-08-24,0,28,1992-08-26,2,199,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,11128500,1992-09-24,1992-09-24,0,16,1992-09-24,0,16,0.05,0,NA
303,11128500,1992-09-24,1992-09-24,0,16,1992-09-24,0,16,0.1,0,NA
303,11128500,1992-09-24,1992-09-24,0,16,1992-09-24,0,16,0.15,0,NA
303,11128500,1992-09-24,1992-09-24,0,16,1992-09-24,0,16,0.25,0,NA
303,11128500,1992-09-24,1992-09-24,0,16,1992-09-24,0,16,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,11128500,1993-09-01,1993-09-01,0,0.1,1993-09-04,3,3,0.05,0,NA
304,11128500,1993-09-01,1993-09-01,0,0.1,1993-09-04,3,3,0.1,0,NA
304,11128500,1993-09-01,1993-09-01,0,0.1,1993-09-04,3,3,0.15,0,NA
304,11128500,1993-09-01,1993-09-01,0,0.1,1993-09-04,3,3,0.25,0,NA
304,11128500,1993-09-01,1993-12-11,101,7.1,1993-12-11,101,7.1,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,11128500,1993-11-03,1993-11-03,0,0.9,1993-11-04,1,2.1,0.05,0,NA
305,11128500,1993-11-03,1993-11-03,0,0.9,1993-11-04,1,2.1,0.1,0,NA
305,11128500,1993-11-03,1993-11-03,0,0.9,1993-11-04,1,2.1,0.15,0,NA
305,11128500,1993-11-03,1993-11-03,0,0.9,1993-11-04,1,2.1,0.25,0,NA
305,11128500,1993-11-03,1993-12-11,38,7.1,1993-12-11,38,7.1,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,11128500,1994-06-14,1994-06-14,0,0.1,1994-06-14,0,0.1,0.05,0,NA
306,11128500,1994-06-14,1994-06-14,0,0.1,1994-06-14,0,0.1,0.1,0,NA
306,11128500,1994-06-14,1994-06-14,0,0.1,1994-06-14,0,0.1,0.15,0,NA
306,11128500,1994-06-14,1994-06-14,0,0.1,1994-06-14,0,0.1,0.25,0,NA
306,11128500,1994-06-14,1994-07-30,46,5.4,1994-08-06,53,110,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,11128500,1994-07-29,1994-07-29,0,0.6,1994-08-06,8,110,0.05,0,NA
307,11128500,1994-07-29,1994-07-29,0,0.6,1994-08-06,8,110,0.1,0,NA
307,11128500,1994-07-29,1994-07-29,0,0.6,1994-08-06,8,110,0.15,0,NA
307,11128500,1994-07-29,1994-07-29,0,0.6,1994-08-06,8,110,0.25,0,NA
307,11128500,1994-07-29,1994-07-30,1,5.4,1994-08-06,8,110,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,11128500,1995-10-15,1995-10-15,0,0.6,1995-10-17,2,3.9,0.05,0,NA
308,11128500,1995-10-15,1995-10-15,0,0.6,1995-10-17,2,3.9,0.1,0,NA
308,11128500,1995-10-15,1995-10-15,0,0.6,1995-10-17,2,3.9,0.15,0,NA
308,11128500,1995-10-15,1995-10-15,0,0.6,1995-10-17,2,3.9,0.25,0,NA
308,11128500,1995-10-15,1995-10-26,11,4.8,1995-10-26,11,4.8,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,11128500,1996-07-22,1996-07-22,0,68,1996-07-28,6,150,0.05,0,NA
309,11128500,1996-07-22,1996-07-22,0,68,1996-07-28,6,150,0.1,0,NA
309,11128500,1996-07-22,1996-07-22,0,68,1996-07-28,6,150,0.15,0,NA
309,11128500,1996-07-22,1996-07-22,0,68,1996-07-28,6,150,0.25,0,NA
309,11128500,1996-07-22,1996-07-22,0,68,1996-07-28,6,150,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,11128500,1997-04-23,1997-04-23,0,0.6,1997-04-26,3,1.2,0.05,0,NA
310,11128500,1997-04-23,1997-04-23,0,0.6,1997-04-26,3,1.2,0.1,0,NA
310,11128500,1997-04-23,1997-04-23,0,0.6,1997-04-26,3,1.2,0.15,0,NA
310,11128500,1997-04-23,1997-04-23,0,0.6,1997-04-26,3,1.2,0.25,0,NA
310,11128500,1997-04-23,1997-07-16,84,22,1997-07-29,97,83,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,11128500,1997-07-16,1997-07-16,0,22,1997-07-29,13,83,0.05,0,NA
311,11128500,1997-07-16,1997-07-16,0,22,1997-07-29,13,83,0.1,0,NA
311,11128500,1997-07-16,1997-07-16,0,22,1997-07-29,13,83,0.15,0,NA
311,11128500,1997-07-16,1997-07-16,0,22,1997-07-29,13,83,0.25,0,NA
311,11128500,1997-07-16,1997-07-16,0,22,1997-07-29,13,83,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,11128500,2002-08-03,2002-08-03,0,70.3,2002-08-08,5,121,0.05,0,NA
312,11128500,2002-08-03,2002-08-03,0,70.3,2002-08-08,5,121,0.1,0,NA
312,11128500,2002-08-03,2002-08-03,0,70.3,2002-08-08,5,121,0.15,0,NA
312,11128500,2002-08-03,2002-08-03,0,70.3,2002-08-08,5,121,0.25,0,NA
312,11128500,2002-08-03,2002-08-03,0,70.3,2002-08-08,5,121,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,11128500,2003-01-05,2003-01-05,0,11.1,2003-01-05,0,11.1,0.05,0,NA
313,11128500,2003-01-05,2003-01-05,0,11.1,2003-01-05,0,11.1,0.1,0,NA
313,11128500,2003-01-05,2003-01-05,0,11.1,2003-01-05,0,11.1,0.15,0,NA
313,11128500,2003-01-05,2003-01-05,0,11.1,2003-01-05,0,11.1,0.25,0,NA
313,11128500,2003-01-05,2003-01-05,0,11.1,2003-01-05,0,11.1,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,11128500,2004-07-18,2004-07-18,0,98.8,2004-07-23,5,121,0.05,0,NA
314,11128500,2004-07-18,2004-07-18,0,98.8,2004-07-23,5,121,0.1,0,NA
314,11128500,2004-07-18,2004-07-18,0,98.8,2004-07-23,5,121,0.15,0,NA
314,11128500,2004-07-18,2004-07-18,0,98.8,2004-07-23,5,121,0.25,0,NA
314,11128500,2004-07-18,2004-07-18,0,98.8,2004-07-23,5,121,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,11128500,2007-06-26,2007-06-26,0,3,2007-06-27,1,13.9,0.05,0,NA
315,11128500,2007-06-26,2007-06-26,0,3,2007-06-27,1,13.9,0.1,0,NA
315,11128500,2007-06-26,2007-06-26,0,3,2007-06-27,1,13.9,0.15,0,NA
315,11128500,2007-06-26,2007-06-26,0,3,2007-06-27,1,13.9,0.25,0,NA
315,11128500,2007-06-26,2007-06-27,1,13.9,2007-06-27,1,13.9,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,11128500,2010-07-25,2010-07-25,0,0.1,2010-07-25,0,0.1,0.05,0,NA
316,11128500,2010-07-25,2010-07-25,0,0.1,2010-07-25,0,0.1,0.1,0,NA
316,11128500,2010-07-25,2010-07-25,0,0.1,2010-07-25,0,0.1,0.15,0,NA
316,11128500,2010-07-25,2010-07-25,0,0.1,2010-07-25,0,0.1,0.25,0,NA
316,11128500,2010-07-25,2010-08-04,10,71.6,2010-08-09,15,125,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,11128500,2010-07-31,2010-07-31,0,0.2,2010-07-31,0,0.2,0.05,0,NA
317,11128500,2010-07-31,2010-07-31,0,0.2,2010-07-31,0,0.2,0.1,0,NA
317,11128500,2010-07-31,2010-07-31,0,0.2,2010-07-31,0,0.2,0.15,0,NA
317,11128500,2010-07-31,2010-07-31,0,0.2,2010-07-31,0,0.2,0.25,0,NA
317,11128500,2010-07-31,2010-08-04,4,71.6,2010-08-09,9,125,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,11128500,2010-08-03,2010-08-03,0,4.4,2010-08-09,6,125,0.05,0,NA
318,11128500,2010-08-03,2010-08-03,0,4.4,2010-08-09,6,125,0.1,0,NA
318,11128500,2010-08-03,2010-08-03,0,4.4,2010-08-09,6,125,0.15,0,NA
318,11128500,2010-08-03,2010-08-03,0,4.4,2010-08-09,6,125,0.25,0,NA
318,11128500,2010-08-03,2010-08-04,1,71.6,2010-08-09,6,125,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,11128500,2013-04-25,2013-04-25,0,0.3,2013-04-25,0,0.3,0.05,0,NA
319,11128500,2013-04-25,2013-04-25,0,0.3,2013-04-25,0,0.3,0.1,0,NA
319,11128500,2013-04-25,2013-04-25,0,0.3,2013-04-25,0,0.3,0.15,0,NA
319,11128500,2013-04-25,2013-04-25,0,0.3,2013-04-25,0,0.3,0.25,0,NA
319,11128500,2013-04-25,2013-07-17,83,7.5,2013-07-22,88,124,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,11128500,2013-07-17,2013-07-17,0,7.5,2013-07-22,5,124,0.05,0,NA
320,11128500,2013-07-17,2013-07-17,0,7.5,2013-07-22,5,124,0.1,0,NA
320,11128500,2013-07-17,2013-07-17,0,7.5,2013-07-22,5,124,0.15,0,NA
320,11128500,2013-07-17,2013-07-17,0,7.5,2013-07-22,5,124,0.25,0,NA
320,11128500,2013-07-17,2013-07-17,0,7.5,2013-07-22,5,124,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,11128500,2014-09-14,2014-09-14,0,1.8,2014-09-16,2,3.4,0.05,0,NA
321,11128500,2014-09-14,2014-09-14,0,1.8,2014-09-16,2,3.4,0.1,0,NA
321,11128500,2014-09-14,2014-09-14,0,1.8,2014-09-16,2,3.4,0.15,0,NA
321,11128500,2014-09-14,2014-09-14,0,1.8,2014-09-16,2,3.4,0.25,0,NA
321,11128500,2014-09-14,2014-09-21,7,9,2014-09-22,8,12.3,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,11128500,2015-08-07,2015-08-07,0,1,2015-08-19,12,129,0.05,0,NA
322,11128500,2015-08-07,2015-08-07,0,1,2015-08-19,12,129,0.1,0,NA
322,11128500,2015-08-07,2015-08-07,0,1,2015-08-19,12,129,0.15,0,NA
322,11128500,2015-08-07,2015-08-07,0,1,2015-08-19,12,129,0.25,0,NA
322,11128500,2015-08-07,2015-08-08,1,61.1,2015-08-19,12,129,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,11128500,2015-01-05,2015-01-05,0,5.2,2015-01-06,1,5.2,0.05,0,NA
323,11128500,2015-01-05,2015-01-05,0,5.2,2015-01-06,1,5.2,0.1,0,NA
323,11128500,2015-01-05,2015-01-05,0,5.2,2015-01-06,1,5.2,0.15,0,NA
323,11128500,2015-01-05,2015-01-05,0,5.2,2015-01-06,1,5.2,0.25,0,NA
323,11128500,2015-01-05,2015-01-05,0,5.2,2015-01-06,1,5.2,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,11128500,2016-01-26,2016-01-26,0,0.2,2016-02-04,9,3.1,0.05,0,NA
324,11128500,2016-01-26,2016-01-26,0,0.2,2016-02-04,9,3.1,0.1,0,NA
324,11128500,2016-01-26,2016-01-26,0,0.2,2016-02-04,9,3.1,0.15,0,NA
324,11128500,2016-01-26,2016-01-26,0,0.2,2016-02-04,9,3.1,0.25,0,NA
324,11128500,2016-01-26,2016-07-17,173,4.9,2016-07-21,177,133,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,11128500,2016-07-18,2016-07-18,0,87,2016-07-21,3,133,0.05,0,NA
325,11128500,2016-07-18,2016-07-18,0,87,2016-07-21,3,133,0.1,0,NA
325,11128500,2016-07-18,2016-07-18,0,87,2016-07-21,3,133,0.15,0,NA
325,11128500,2016-07-18,2016-07-18,0,87,2016-07-21,3,133,0.25,0,NA
325,11128500,2016-07-18,2016-07-18,0,87,2016-07-21,3,133,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,11128500,2016-11-27,2016-12-15,18,0.1,2016-12-15,18,0.1,0.05,0,NA
326,11128500,2016-11-27,2016-12-15,18,0.1,2016-12-15,18,0.1,0.1,0,NA
326,11128500,2016-11-27,2016-12-15,18,0.1,2016-12-15,18,0.1,0.15,0,NA
326,11128500,2016-11-27,2016-12-15,18,0.1,2016-12-15,18,0.1,0.25,0,NA
326,11128500,2016-11-27,2017-01-20,54,97.8,2017-01-20,54,97.8,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,11128500,2016-12-16,2016-12-23,7,2,2016-12-23,7,2,0.05,0,NA
327,11128500,2016-12-16,2016-12-23,7,2,2016-12-23,7,2,0.1,0,NA
327,11128500,2016-12-16,2016-12-23,7,2,2016-12-23,7,2,0.15,0,NA
327,11128500,2016-12-16,2016-12-23,7,2,2016-12-23,7,2,0.25,0,NA
327,11128500,2016-12-16,2017-01-20,35,97.8,2017-01-20,35,97.8,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,11128500,2016-12-24,2017-01-07,14,0.3,2017-01-08,15,1.4,0.05,0,NA
328,11128500,2016-12-24,2017-01-07,14,0.3,2017-01-08,15,1.4,0.1,0,NA
328,11128500,2016-12-24,2017-01-07,14,0.3,2017-01-08,15,1.4,0.15,0,NA
328,11128500,2016-12-24,2017-01-07,14,0.3,2017-01-08,15,1.4,0.25,0,NA
328,11128500,2016-12-24,2017-01-20,27,97.8,2017-01-20,27,97.8,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,11128500,2016-01-08,2016-01-19,11,0.1,2016-01-20,12,0.1,0.05,0,NA
329,11128500,2016-01-08,2016-01-19,11,0.1,2016-01-20,12,0.1,0.1,0,NA
329,11128500,2016-01-08,2016-01-19,11,0.1,2016-01-20,12,0.1,0.15,0,NA
329,11128500,2016-01-08,2016-01-19,11,0.1,2016-01-20,12,0.1,0.25,0,NA
329,11128500,2016-01-08,2016-07-17,191,4.9,2016-07-21,195,133,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,11128500,2017-01-16,2017-01-16,0,0.1,2017-01-20,4,97.8,0.05,0,NA
330,11128500,2017-01-16,2017-01-16,0,0.1,2017-01-20,4,97.8,0.1,0,NA
330,11128500,2017-01-16,2017-01-16,0,0.1,2017-01-20,4,97.8,0.15,0,NA
330,11128500,2017-01-16,2017-01-16,0,0.1,2017-01-20,4,97.8,0.25,0,NA
330,11128500,2017-01-16,2017-01-20,4,97.8,2017-01-20,4,97.8,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,11128500,2017-05-07,2017-05-07,0,0.3,2017-05-09,2,1.7,0.05,0,NA
331,11128500,2017-05-07,2017-05-07,0,0.3,2017-05-09,2,1.7,0.1,0,NA
331,11128500,2017-05-07,2017-05-07,0,0.3,2017-05-09,2,1.7,0.15,0,NA
331,11128500,2017-05-07,2017-05-07,0,0.3,2017-05-09,2,1.7,0.25,0,NA
331,11128500,2017-05-07,2017-08-25,110,65.3,2017-08-27,112,146,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,11128500,2017-05-14,2017-05-14,0,0.2,2017-05-14,0,0.2,0.05,0,NA
332,11128500,2017-05-14,2017-05-14,0,0.2,2017-05-14,0,0.2,0.1,0,NA
332,11128500,2017-05-14,2017-05-14,0,0.2,2017-05-14,0,0.2,0.15,0,NA
332,11128500,2017-05-14,2017-05-14,0,0.2,2017-05-14,0,0.2,0.25,0,NA
332,11128500,2017-05-14,2017-08-25,103,65.3,2017-08-27,105,146,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,11128500,2017-05-18,2017-05-18,0,0.1,2017-05-18,0,0.1,0.05,0,NA
333,11128500,2017-05-18,2017-05-18,0,0.1,2017-05-18,0,0.1,0.1,0,NA
333,11128500,2017-05-18,2017-05-18,0,0.1,2017-05-18,0,0.1,0.15,0,NA
333,11128500,2017-05-18,2017-05-18,0,0.1,2017-05-18,0,0.1,0.25,0,NA
333,11128500,2017-05-18,2017-08-25,99,65.3,2017-08-27,101,146,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,11128500,2017-08-24,2017-08-24,0,0.6,2017-08-27,3,146,0.05,0,NA
334,11128500,2017-08-24,2017-08-24,0,0.6,2017-08-27,3,146,0.1,0,NA
334,11128500,2017-08-24,2017-08-24,0,0.6,2017-08-27,3,146,0.15,0,NA
334,11128500,2017-08-24,2017-08-24,0,0.6,2017-08-27,3,146,0.25,0,NA
334,11128500,2017-08-24,2017-08-25,1,65.3,2017-08-27,3,146,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,11128500,2018-03-10,2018-03-10,0,0.1,2018-03-10,0,0.1,0.05,0,NA
335,11128500,2018-03-10,2018-03-10,0,0.1,2018-03-10,0,0.1,0.1,0,NA
335,11128500,2018-03-10,2018-03-10,0,0.1,2018-03-10,0,0.1,0.15,0,NA
335,11128500,2018-03-10,2018-03-10,0,0.1,2018-03-10,0,0.1,0.25,0,NA
335,11128500,2018-03-10,2018-03-22,12,36.6,2018-03-22,12,36.6,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,11128500,2018-03-20,2018-03-20,0,0.1,2018-03-22,2,36.6,0.05,0,NA
336,11128500,2018-03-20,2018-03-20,0,0.1,2018-03-22,2,36.6,0.1,0,NA
336,11128500,2018-03-20,2018-03-20,0,0.1,2018-03-22,2,36.6,0.15,0,NA
336,11128500,2018-03-20,2018-03-20,0,0.1,2018-03-22,2,36.6,0.25,0,NA
336,11128500,2018-03-20,2018-03-22,2,36.6,2018-03-22,2,36.6,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,11128500,2018-08-09,2018-08-09,0,70,2018-08-19,10,170,0.05,0,NA
337,11128500,2018-08-09,2018-08-09,0,70,2018-08-19,10,170,0.1,0,NA
337,11128500,2018-08-09,2018-08-09,0,70,2018-08-19,10,170,0.15,0,NA
